update,wall_time,total_env_steps,avg_reward,avg_ep_length,kill_rate,win_rate,elo,policy_loss,value_loss,entropy,lr,fps
4380,3201.0,215285760,1.3000,153.1,0.9500,0.5700,2229.2,-0.006194,6.511418,1.497750,3.726000e-05,66405
4390,3208.3,215777280,0.3000,166.1,0.9400,0.5200,2258.1,-0.006100,5.554597,1.511121,3.666000e-05,67121
4400,3215.7,216268800,-2.3500,173.4,0.8800,0.4100,2130.4,-0.006235,4.861497,1.548734,3.606000e-05,66526
4410,3222.8,216760320,9.5000,63.7,0.9800,0.9800,2148.3,-0.006103,2.053672,1.518191,3.546000e-05,72259
4420,3230.1,217251840,-0.7000,163.4,0.8800,0.4800,2096.8,-0.004588,5.985579,1.529328,3.486000e-05,67226
4430,3237.3,217743360,-0.6000,151.0,0.9400,0.4700,2120.5,-0.004842,5.771552,1.517019,3.426000e-05,69198
4440,3244.4,218234880,4.4500,104.4,0.9200,0.7400,2122.5,-0.004982,3.904533,1.606315,3.366000e-05,66404
4450,3251.6,218726400,-0.4000,170.8,0.9400,0.4900,2027.5,-0.006233,4.580544,1.536127,3.306000e-05,68152
4460,3258.8,219217920,-1.3000,205.5,0.8300,0.4700,2249.1,-0.006207,4.762432,1.520786,3.246000e-05,67470
4470,3266.0,219709440,0.8000,174.9,0.9300,0.5500,2217.0,-0.005396,6.075659,1.521347,3.186000e-05,67961
4480,3273.2,220200960,-2.4000,177.1,0.8700,0.4000,2177.1,-0.005210,4.550300,1.544614,3.126000e-05,68390
4490,3280.4,220692480,-0.8000,165.4,0.8800,0.4700,2227.3,-0.005804,5.454459,1.567430,3.066000e-05,67681
4500,3287.6,221184000,9.5000,62.7,0.9800,0.9800,2148.6,-0.004906,1.863383,1.531711,3.006000e-05,70772
4510,3295.0,221675520,-1.5000,154.9,0.9600,0.4300,2114.5,-0.005004,5.566548,1.527249,2.946000e-05,68307
4520,3302.2,222167040,-1.1000,175.2,0.8400,0.4700,2192.9,-0.004548,5.175175,1.520362,2.886000e-05,66889
4530,3309.3,222658560,9.7500,52.5,0.9900,0.9900,2170.0,-0.005293,2.246527,1.529725,2.826000e-05,74161
4540,3316.7,223150080,-1.9000,187.3,0.8600,0.4300,2160.2,-0.004367,5.460145,1.553307,2.766000e-05,68092
4550,3323.8,223641600,-0.7000,183.2,0.8300,0.4900,2179.5,-0.005185,4.692905,1.529100,2.706000e-05,70097
4560,3330.9,224133120,3.5000,98.4,0.9800,0.6800,2226.9,-0.003518,5.614549,1.565994,2.646000e-05,64933
4570,3338.3,224624640,-0.3500,170.8,0.9200,0.4900,2236.4,-0.003839,4.730626,1.539976,2.586000e-05,65959
4580,3345.6,225116160,0.0500,168.5,0.9200,0.5100,2192.9,-0.004301,5.190054,1.532124,2.526000e-05,68063
4590,3352.8,225607680,1.8000,165.0,0.9400,0.6000,2156.3,-0.004788,5.740734,1.522604,2.466000e-05,67098
4600,3360.1,226099200,0.2000,180.7,0.8900,0.5200,2188.2,-0.004698,5.424844,1.516868,2.406000e-05,66628
4610,3367.6,226590720,-2.5500,179.9,0.8800,0.3900,2111.9,-0.004800,5.454031,1.517821,2.346000e-05,65419
4620,3374.8,227082240,9.7500,60.3,0.9900,0.9900,2196.5,-0.003764,1.808495,1.492381,2.286000e-05,73165
4630,3382.0,227573760,-2.2000,177.2,0.9100,0.4000,2227.3,-0.003863,5.332784,1.524170,2.226000e-05,65996
4640,3389.3,228065280,9.7500,62.4,0.9900,0.9900,2193.0,-0.003104,3.550205,1.552406,2.166000e-05,69117
4650,3396.8,228556800,-0.4500,155.0,0.9400,0.4800,2190.4,-0.004292,5.070655,1.530509,2.106000e-05,65102
4660,3404.2,229048320,-1.8500,200.3,0.8800,0.4300,2222.0,-0.003546,5.398274,1.530843,2.046000e-05,67868
4670,3411.4,229539840,-1.0000,164.9,0.9600,0.4600,2132.7,-0.004125,5.003463,1.515131,1.986000e-05,67339
4680,3418.6,230031360,-0.4000,161.2,0.9300,0.4900,2192.8,-0.003361,5.385595,1.532490,1.926000e-05,69000
4690,3425.8,230522880,0.7500,158.1,0.9100,0.5500,2192.0,-0.003418,6.500465,1.534768,1.866000e-05,67593
4700,3433.0,231014400,1.5500,98.6,0.9800,0.5800,2130.3,-0.003405,4.908613,1.578339,1.806000e-05,65064
4710,3440.3,231505920,-2.2000,179.0,0.9000,0.4100,2121.2,-0.002352,5.911818,1.572208,1.746000e-05,66959
4720,3447.5,231997440,-2.8000,188.5,0.8600,0.3800,2151.4,-0.003271,4.241813,1.533206,1.686000e-05,68580
4730,3454.6,232488960,-0.0500,179.5,0.9600,0.5000,2181.2,-0.002386,5.443619,1.540110,1.626000e-05,69863
4740,3461.7,232980480,9.5000,59.1,0.9800,0.9800,2150.2,-0.002158,4.689657,1.562424,1.566000e-05,73513
4750,3468.9,233472000,-2.3000,195.2,0.8300,0.4200,2241.7,-0.002326,5.435475,1.524894,1.506000e-05,67243
4760,3476.1,233963520,-2.3500,205.2,0.8200,0.4200,2175.8,-0.002814,5.014523,1.537182,1.446000e-05,68552
4770,3483.1,234455040,9.5000,68.9,0.9800,0.9800,2152.4,-0.002331,3.731773,1.536036,1.386000e-05,75361
4780,3490.3,234946560,-2.3500,170.1,0.9100,0.4000,2129.6,-0.002196,5.506298,1.543466,1.326000e-05,69391
4790,3497.5,235438080,4.1500,95.0,0.9400,0.7200,2165.7,-0.002108,4.379500,1.614792,1.266000e-05,65807
4800,3504.7,235929600,7.5000,75.6,0.9800,0.8800,2290.4,-0.002219,2.474422,1.619384,1.206000e-05,64067
4810,3512.0,236421120,-1.0000,187.2,0.8800,0.4600,2301.6,-0.002067,5.454217,1.544774,1.146000e-05,67560
4820,3519.1,236912640,5.9000,84.3,0.9200,0.8100,2273.5,-0.002475,3.034833,1.635347,1.086000e-05,66089
4830,3526.3,237404160,5.3000,86.8,0.9300,0.7800,2256.3,-0.002073,2.641009,1.650631,1.026000e-05,66360
4840,3533.4,237895680,9.7500,60.9,0.9900,0.9900,2247.6,-0.000370,9.184143,1.532842,9.660000e-06,73562
4850,3540.5,238387200,-3.0500,214.1,0.7300,0.4100,2144.1,-0.001435,5.539281,1.550094,9.060000e-06,67221
4860,3547.6,238878720,-1.3500,210.1,0.7900,0.4800,2199.9,-0.001460,5.013848,1.541837,8.460000e-06,68790
4870,3554.7,239370240,-0.4000,190.4,0.8600,0.5100,2182.0,-0.001441,5.176073,1.534364,7.860000e-06,68687
4880,3562.0,239861760,-2.0000,221.9,0.8100,0.4400,2213.6,-0.001737,4.234011,1.528431,7.260000e-06,68946
4890,3569.1,240353280,0.1500,151.1,0.9300,0.5200,2162.1,-0.001074,4.227616,1.564294,6.660000e-06,67835
4900,3576.4,240844800,-1.6500,194.6,0.8600,0.4400,2225.5,-0.001482,4.926273,1.556142,6.060000e-06,70735
4910,3583.6,241336320,0.0500,184.1,0.9200,0.5100,2297.0,-0.001156,4.871157,1.582116,5.460000e-06,68769
4920,3590.8,241827840,-2.3000,186.8,0.9100,0.4000,2262.6,-0.000869,4.858126,1.555077,4.860000e-06,66867
4930,3598.1,242319360,9.5000,64.4,0.9800,0.9800,2223.8,-0.000076,10.360629,1.551003,4.260000e-06,73988
4940,3605.2,242810880,-1.4000,183.3,0.9300,0.4400,2228.7,-0.000610,4.579285,1.551626,3.660000e-06,69252
4950,3612.5,243302400,-1.5500,191.4,0.9000,0.4400,2272.2,-0.000634,4.356980,1.571508,3.060000e-06,67425
4960,3619.6,243793920,-1.7500,185.1,0.8200,0.4400,2163.6,-0.000543,5.597296,1.564353,2.460000e-06,67455
4970,3626.8,244285440,-1.9500,199.3,0.9000,0.4200,2222.5,-0.000325,5.224584,1.555613,1.860000e-06,68043
4980,3634.0,244776960,5.3500,75.0,0.9900,0.7700,2255.5,-0.000282,3.679496,1.629350,1.260000e-06,65598
4990,3641.2,245268480,-0.9500,186.8,0.8500,0.4800,2233.9,-0.000130,4.438845,1.547053,6.600000e-07,67426
5000,3648.4,245760000,-2.9500,169.0,0.9100,0.3600,2126.9,-0.000015,5.219021,1.535264,6.000000e-08,68153
